X_lat,Y_lon,Z_depth
484268.05669624294,4407474.630133733,0.0
484296.1742897494,4407474.630133733,0.0
484324.2918832558,4407474.630133733,0.0
484352.4094767623,4407474.630133733,0.0
484380.52707026876,4407474.630133733,0.0
484408.64466377517,4407474.630133733,0.0
484436.76225728163,4407474.630133733,0.0
484464.87985078804,4407474.630133733,0.0
484492.9974442945,4407474.630133733,0.0
484521.115037801,4407474.630133733,0.0
484549.2326313074,4407474.630133733,0.0
484577.35022481385,4407474.630133733,0.0
484605.4678183203,4407474.630133733,0.0
484633.58541182673,4407474.630133733,0.0
484661.7030053332,4407474.630133733,0.0
484689.8205988396,4407474.630133733,0.0
484717.9381923461,4407474.630133733,0.0
484746.05578585254,4407474.630133733,0.0
484774.17337935895,4407474.630133733,0.0
484802.2909728654,4407474.630133733,0.0
484830.4085663719,4407474.630133733,0.0
484858.5261598783,4407474.630133733,0.0
484886.64375338476,4407474.630133733,0.0
484914.7613468912,4407474.630133733,0.0
484942.87894039764,4407474.630133733,0.0
484970.9965339041,4407474.630133733,0.0
484999.1141274105,4407474.630133733,0.0
485027.231720917,4407474.630133733,0.0
485055.34931442345,4407474.630133733,0.0
485083.46690792986,4407474.630133733,0.0
485111.58450143633,4407474.630133733,0.0
485139.70209494274,4407474.630133733,0.0
485167.8196884492,4407474.630133733,0.0
485195.9372819557,4407474.630133733,0.0
485224.0548754621,4407474.630133733,0.0
485252.17246896855,4407474.630133733,0.0
485280.290062475,4407474.630133733,0.0
485308.4076559814,4407474.630133733,0.0
485336.5252494879,4407474.630133733,0.0
485364.6428429943,4407474.630133733,0.0
485392.7604365008,4407474.630133733,0.0
485420.87803000724,4407474.630133733,0.0
485448.99562351365,4407474.630133733,0.0
485477.1132170201,4407474.630133733,0.0
485505.2308105266,4407474.630133733,0.0
485533.348404033,4407474.630133733,0.0
485561.46599753946,4407474.630133733,0.0
485589.58359104587,4407474.630133733,0.0
485617.70118455234,4407474.630133733,0.0
485645.8187780588,4407474.630133733,0.0
485673.9363715652,4407474.630133733,0.0
485702.0539650717,4407474.630133733,0.0
485730.17155857815,4407474.630133733,0.0
485758.28915208456,4407474.630133733,0.0
485786.406745591,4407474.630133733,0.0
