X_lat,Y_lon,Z_depth
4407474.630133733,484268.05669624294,0.0
4407502.7477272395,484268.05669624294,0.0
4407530.865320746,484268.05669624294,0.0
4407558.982914252,484268.05669624294,0.0
4407587.100507759,484268.05669624294,0.0
4407615.218101266,484268.05669624294,0.0
4407643.335694772,484268.05669624294,0.0
4407671.453288279,484268.05669624294,0.0
4407699.570881785,484268.05669624294,0.0
4407727.688475291,484268.05669624294,0.0
4407755.806068798,484268.05669624294,0.0
4407783.923662304,484268.05669624294,0.0
4407812.04125581,484268.05669624294,0.0
4407840.158849317,484268.05669624294,0.0
4407868.276442823,484268.05669624294,0.0
4407896.39403633,484268.05669624294,0.0
4407924.511629837,484268.05669624294,0.0
4407952.629223343,484268.05669624294,0.0
4407980.746816849,484268.05669624294,0.0
4408008.864410356,484268.05669624294,0.0
4408036.982003862,484268.05669624294,0.0
4408065.099597368,484268.05669624294,0.0
4408093.217190875,484268.05669624294,0.0
4408121.334784381,484268.05669624294,0.0
4408149.452377887,484268.05669624294,0.0
4408177.569971395,484268.05669624294,0.0
4408205.687564901,484268.05669624294,0.0
4408233.805158407,484268.05669624294,0.0
4408261.922751914,484268.05669624294,0.0
4408290.04034542,484268.05669624294,0.0
4408318.1579389265,484268.05669624294,0.0
4408346.275532433,484268.05669624294,0.0
4408374.393125939,484268.05669624294,0.0
4408402.5107194455,484268.05669624294,0.0
4408430.628312952,484268.05669624294,0.0
4408458.745906459,484268.05669624294,0.0
4408486.8634999655,484268.05669624294,0.0
4408514.981093472,484268.05669624294,0.0
4408543.098686978,484268.05669624294,0.0
4408571.216280485,484268.05669624294,0.0
4408599.333873991,484268.05669624294,0.0
4408627.451467497,484268.05669624294,0.0
4408655.569061004,484268.05669624294,0.0
4408683.68665451,484268.05669624294,0.0
4408711.804248016,484268.05669624294,0.0
4408739.921841524,484268.05669624294,0.0
4408768.03943503,484268.05669624294,0.0
4408796.157028536,484268.05669624294,0.0
4408824.274622043,484268.05669624294,0.0
4408852.392215549,484268.05669624294,0.0
4408880.509809055,484268.05669624294,0.0
4408908.627402562,484268.05669624294,0.0
4408936.744996068,484268.05669624294,0.0
4408964.862589574,484268.05669624294,0.0
4408992.980183081,484268.05669624294,0.0
4409021.097776588,484268.05669624294,0.0
4409049.215370094,484268.05669624294,0.0
4409077.332963601,484268.05669624294,0.0
4409105.450557107,484268.05669624294,0.0
4409133.568150613,484268.05669624294,0.0
4407474.630133733,484305.8348918741,0.0
4407502.7477272395,484305.8348918741,0.0
4407530.865320746,484305.8348918741,0.0
4407558.982914252,484305.8348918741,0.0
4407587.100507759,484305.8348918741,0.0
4407615.218101266,484305.8348918741,0.0
4407643.335694772,484305.8348918741,0.0
4407671.453288279,484305.8348918741,0.0
4407699.570881785,484305.8348918741,0.0
4407727.688475291,484305.8348918741,0.0
4407755.806068798,484305.8348918741,0.0
4407783.923662304,484305.8348918741,0.0
4407812.04125581,484305.8348918741,0.0
4407840.158849317,484305.8348918741,0.0
4407868.276442823,484305.8348918741,0.0
4407896.39403633,484305.8348918741,0.0
4407924.511629837,484305.8348918741,0.0
4407952.629223343,484305.8348918741,0.0
4407980.746816849,484305.8348918741,0.0
4408008.864410356,484305.8348918741,0.0
4408036.982003862,484305.8348918741,0.0
4408065.099597368,484305.8348918741,0.0
